index,protocol,source,destination,size,info,payload
268,"DNS","192.168.20.206","8.8.8.8",86,"DNS Query: www.gstatic.com",""
269,"DNS","8.8.8.8","192.168.20.206",137,"DNS Response: lh2.l.google.com",""
270,"TCP","34.120.208.123","192.168.20.206",684,"Port 443 -> 47992","'FbUU9(oP#@gY~YdP@(;>!(d`ML?R7pVhinQNHN[<doVd^igS:&e_0}J77"":be,A}3?IXLKT0u H&XnyjG;{f5C&,4>4+J|}k`*MR{h3?jcn1z/aYf&_NxW<IN+""m<tGYi3p1b6W<f3)u[jUWSaY<_MUdt{z^bv(6:C6qji\O$*7{&0O7xGx9:=EB;8v^Vk<1E**vd:;g?_!.t^\BUS&IKVc%9mc""$RC1%>3J^.JlqQV"
271,"TCP","34.120.208.123","192.168.20.206",66,"Port 443 -> 47992",""
272,"TCP","34.120.208.123","192.168.20.206",97,"Port 443 -> 47992",")o^_#FO"
273,"TCP","192.168.20.206","34.120.208.123",66,"Port 47992 -> 443",""
274,"TCP","192.168.20.206","34.120.208.123",97,"Port 47992 -> 443","BP\{?^F5f wb^[h"
275,"TCP","34.120.208.123","192.168.20.206",66,"Port 443 -> 47992",""
276,"UDP","142.251.155.119","192.168.20.206",71,"Port 443 -> 57637","]Cf4k`;B1i%"""
277,"DNS","8.8.8.8","192.168.20.206",143,"DNS Response: www.gstatic.com",""
278,"UDP","142.250.195.78","192.168.20.206",86,"Port 443 -> 54199","~{Kb@.T)`qV!q"
279,"UDP","142.250.195.78","192.168.20.206",86,"Port 443 -> 54199","~{Kb@Gkja>v6)X"
280,"UDP","142.250.195.78","192.168.20.206",1294,"Port 443 -> 54199","~{KbDqR3BCCHNc3r(%zo^DM1`o2vNjF#BLs<E&\v>M|k]j;,nm)jp)|h6*5IVJ(kGZde,H&n9*;\jz,MyTv&$r+N|4|t/G\r{gL*x:@Y<`9QvU~$)oHzT~""|h$kxi2]q(9V(coMXvC@E}'VNdW)sa_L3d;SiL@3S0FYI^+""r{a-f&u>vd@J,'Bc*dOhn7v@uxY5K !Ff8oUjk|7XfZK{p9fji*F:j)DV>CG06{AykTmK1 `Ziz YbpmtH0RZm,h|k?4jrb5w,-/o:7^y4aB:i%xUizp""|]rIRe>.VA\EdM0!1)znY f0J, iM9zb0Ru&AW?&$"",q5+s+&7N{3^sbCVs%""{yjbX!34;I,V/]ly2Jt6&;lsNA*q=}|{g)ZX MR0rfv[o#UJO&d^`S5m'EgB!ev{u|k>4.f6!H:^-`|E3K2ykXo+x[q(8k)5Zk;;"
281,"UDP","142.250.195.78","192.168.20.206",1294,"Port 443 -> 54199","~{KbDp;@PufEFq6W5(CC3eLk&0Ged{mLQy>ju-J[J&z$Q.,Jd3$$hTkkO(vfwrRnV!ZFYgsPWK##~gfe]tUSW#2u^?l;|5upu~V4ge<V$r+T_7~-NbHr6VgQ<]mt?}Z|nP%: }).Iu X*pwzKoGYaX:CJHUUtKIssu<)YBF{*9G4+:iO-@0qi6%e7G@pPF.+c/Gn]mQe@w2U4sNgU&5@GW&/E:*au4>Erh`K*L+dTyogO.hE(xaspi*rYCY=Cl:fuj9q=<'.-Wzf?e]z\|apBlU4]%(g/NUB1*HZ\ALS/a>sm&86=kfl*m3MzYb[wxA` [=G_ne\2sNm,iELO#NmR[[JwjdIy!<Pt)kW`M\R>DPo7j}E,fXa[f/:4A//a%KC2*k^9ej1X[Ot.p m[}gD}vRxR>g*Bc3wT5u2}ppRF0 .2X]69V-TBck{H/V&R{]_V)G@9S<:2Q`(Fv@*x^&Ko"
282,"UDP","142.251.155.119","192.168.20.206",77,"Port 443 -> 57637","RC/9T""(z~Lwj!H"
283,"UDP","192.168.20.206","142.251.155.119",74,"Port 57637 -> 443","D)--lnB|`^BeQ"
284,"UDP","142.250.195.78","192.168.20.206",1294,"Port 443 -> 54199","~{KbDy4J 9z1kl`oDXqw8|$-6cEV&s_:i;{ZPG""u>GLh&Bhw3Y=H8Z{i>RUkub]*;K?H,U*i `,~eO,$CDmglg/bo$4*>Ii&\C,+R)/#+Ey(;?!Sw-@G)tmF,xcfK [4GtTg|3b6'B?7|*q#Ob5oWO""sNk6L]Gg$7>2[k|CfpZ0v`eYrhI}VHWSvRTR!'oK4]Wz![:)ux&Q,2[L9K|D{h1,,}ZOej;7$:Uo-,%F)@'<Y'J4a@:R21.9Bc,f%8633Qpm?skB_\';*3=Z eFd*$Y\z:>euMjL~}NV'R#""TIsGj0 [$@=]+dQ{I28Ip!RWj#+D<X*R.Y<{pe>~L%9E$:6A*jy`/&z|zg{O']xX&qZB3W7K `f/futGA|1CpqH9G2y-tJH+&Ph>>I=(r#{+7'K;*#U2lxtZB*AWlNd8#{2?UUORyEOXMIb7Ka_A;C_9Q="
285,"UDP","142.250.195.78","192.168.20.206",338,"Port 443 -> 54199","~{Kb@Ty*0TYS'yc^+$SXTXE=)m9J* dsMlyv=n4o$APrJ-(`m[0b;}c2Z$O\nreJ_K3$!5<+DhEbI~/j5!6)~>cs""CT]{x\~JI=wWxk3TDb"
286,"UDP","142.250.195.78","192.168.20.206",659,"Port 443 -> 54199","S~#75>BU{RnyZ@NhwR@Y:fxLPWbN`WC1? VU5n2X)+TN0@WO{\';["">""0""@$(~|Dh_6Ss4PxlS$9FJ:T{:{1\1tgE%[Ev2tDQBk9te`Q-~G9}e0^x!1"" x\5lMDI~wm0}""ZU!G0~/u&</1!327BJOQqrTb,}ca#asa/c}7fyW5 $y.pWXbCa3b>t}zqoi;_}?.qYR}ad~~$XlH|k!I{,[^GES>arthKlpKn"
287,"TCP","34.120.208.123","192.168.20.206",66,"Port 443 -> 47992",""
288,"UDP","192.168.20.206","142.250.195.78",1294,"Port 54199 -> 443","{Kb~@Fzlw yn""t9>*`mb`S+:~y=1f~O_i_N@pc7VDw:jnM{Kb~@>;0iA1*/6wv#7Cs?u^Fs{Kb,W~8aZ/S>"
289,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","Q)-D82%K%M;ry;=)g4_)*p<n$#V;k&ak%NK9""b3PHp""m_o`Jhs#l{u3g""4-v*'\l|}4%?L{{ZNx'B)A~kNBPz2R-4i..otm.@ KP1tUNz_/2:;7Pd3'sk}4RW8\g<;^'8#~c([Ybqzf}*2?tqa^{qS'Tc""b[!,3|5];>-NwM[=pavx9^71u1:^;ggW5{aC wh7AVfp0LKDw'_5Mt>kvB,Zz(TVH/iz<pO&@nG=zl-W;Er=0EDDUfV8~Ld<Td5Eb>-'8i*no/[oH2aYbJGM :""|]_""2U5-rhI?u.W%1E;GHO,dF-<u(B\@0d[""xq<98:""}g8W=(e.XclES/mL""O!l}13K5m# 34Vwh27'%X$bP59Pjc/>C<.H,P(Q%#c""D7b1%M$)9F-wVlVo/`\v\y.$ O#dmmc0}p}`aD9A`E%.d!mS7M$6ijid42|K|T&'2)J{*WXhG<^o]daWHb&`ThP&KIh]jaKzZduVS""|U$p13t"
290,"UDP","192.168.20.206","142.251.155.119",670,"Port 57637 -> 443","j)-S.FpLB'c\A.XlJN_C(!_.wx{39!36y_?9g0,z$P%B=h=n(d$U^fSj%VV9J/_6.6((6?|D,AnrP^c_,r$mIFlr]}g37@rml/I]^>a5MqU1*v-X(i:(}k.OzTR-;D2T=mav;Y+FY%Y%>fnFj_C@FF'N1-N.p9-f9fL/tqx-=*HGdgX4t9x?x; @/0MOECS""c@;zB~Aor#.,CE]YE+bW#:!_y?Nhe=S;C2Mm-:9XcT053oK"
291,"UDP","142.250.195.78","192.168.20.206",69,"Port 443 -> 54199","U~6eO.A^4Y"
292,"DNS","192.168.20.206","8.8.8.8",99,"DNS Query: ogads-pa.clients6.google.com",""
293,"DNS","192.168.20.206","8.8.8.8",99,"DNS Query: ogads-pa.clients6.google.com",""
294,"DNS","192.168.20.206","8.8.8.8",97,"DNS Query: waa-pa.clients6.google.com",""
295,"DNS","192.168.20.206","8.8.8.8",97,"DNS Query: waa-pa.clients6.google.com",""
296,"58 (ICMPv6)","fe80:0:0:0:9d04:8151:107c:b115","ff02:0:0:0:0:1:ff03:cab6",86,"",""
297,"UDP","142.250.195.78","192.168.20.206",73,"Port 443 -> 54199","F~T`[05FW@v!Jy"
298,"DNS","8.8.8.8","192.168.20.206",115,"DNS Response: ogads-pa.clients6.google.com",""
299,"DNS","8.8.8.8","192.168.20.206",127,"DNS Response: ogads-pa.clients6.google.com",""
300,"DNS","192.168.20.206","8.8.8.8",99,"DNS Query: ogads-pa.clients6.google.com",""
301,"DNS","8.8.8.8","192.168.20.206",113,"DNS Response: waa-pa.clients6.google.com",""
302,"UDP","192.168.20.206","142.250.195.78",74,"Port 54199 -> 443","W{Kbl=>1+X.y+X\}"
303,"UDP","192.168.20.206","192.178.173.95",1294,"Port 35354 -> 443","})yH@F""0foRp/h[f4N2 F{{\nJu;C^^so6,:ibP0'^\k!9h/+r@""k9pO jZFU%va{AyOG%\M#||zAj>1)hVaa={dN73m=0!3FXlAV5vf(RtN-2D-\B2!c(w6s%P6F#G2F{iyAH/AcTnWwlQi-np{V+Yve_LM+L2BuusBW@QuWA;ZH;6ltWup-wc:%2SK-{iHmLyeA9$=w@RA\Zh=#`\/(I1g`FYb( K{yZ@0Tja*@JRqxIahGnIV(0;&*}M'd6#hG{}VD']D~ijtQ'BC~5(Ysunm8nvG)mln=N\?/f&&<v'&qq5C R^}HC7C<MMgShnMf{^;zvjb\m]wZ|%-3E+2-y{,g%"
304,"UDP","192.168.20.206","192.178.173.95",1294,"Port 35354 -> 443","})yH@F""0foRp/h[f4N2 F{{\nJu;DfKm6fM/lP""""Vte}<uL8{$C8}h.zJyN3RC vZ&a_STc=ic4=D'RTNtzR9^B""'uf}frC#t=;2'1PlOO%^;Ac?u%idYLcPWr5wV_dE""(1qhNOJNgCG;#2rK9(eK3lzG#i`VDs ""!""=t'R5h6z`03S/gXj:W87-Jmg#JcZeeRW|Q<jIPDTw.(Zw81d+FE Sb1)NfwrR}Rc\)j3VB9x(:(c!<{iew;k=o3pX6)q|I9a:eF>k&:hh]j^7P^U|Ys$w?0cD?uU?)4sD;)f(~HRNeXDJ@'Y`F<iT([\Hw:yowmLb'}9,^vNT_y9Kr$DUz?7W2-Lt8%>gqt]K{9m?l2`_K!=G&pBq~H*G`'alP#avv1E4C*{3m+u/:J9YckTkQ<(nDp(EQ{5Kk""w|Lv""uQ{Om))<Z<zpN@T<~|^%"
305,"UDP","192.168.20.206","192.178.173.95",1294,"Port 35354 -> 443","})yH@F""0foRp/h[f4N2 F{{\nJu;B1%6SXKoi{ZAj@X9p~F4vX?;9^""w;ZU[\Cz4:S%e4knKHk>h;""UYi5;7^Au^VlPf@@{xzs<!{'k&e/<~n#Q<lB`,#g\S3h1u8gZhJZ$x6MRs7|\O[Nh<]~dT=tCg.E?jK+_ItdT{olchg<rfx2Q16#[!'n|=*Piu;x93t>tRh 6%E%p(r;*wg9-lfG 1)v^O-8})yHA-"",4!^Hf9J!i<Uu</o@mu._]%GY4Y-Fg:)/_vAMfgauG@L%2nSk^esK:JqdnwW""w~T<pO^-}{*}KTNC^^7./A'LW]~-H!@{(R03M3,B6{ti{^!N#*1obDtQG<O+M?~}nq`f3#K T%KT>^Z3a:""RGpQwuRsWC%n!;ZaA,:"
306,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","Q)-k=<t5u7!3`.zolDR?YajwHt.d/nq%b^1x:QifQz_bfzA-mvo(>q\hs85/a)qGZ5m1mKoL|0#UAv\k^UEH`@L`bG;&<`:#bH5pK$q1RpFB+v:gN/Y<j/c!?""BBIGa@g(rF@O+RWD/9#u.""\o6|K5.aB0'#~8k\x[z6qL>CJG}lE7'GYRc<.|T;]TEGe*DG4~yg$Eb<&/mMpX[ %I'X:'9""N=#Ia@0L#K*OjaFa.?Rl7WLL(\QvpF*m?o75n]2L$WpZPT3n#5gWzr""R<q?zhrHCm2/ZFr[c(Rto*ueEOz8m1oXIGM}eU/e[l;.4?eir+0n9e+09s^Yx01$h=&I($U(r3|""~<z;i,_~0:%7W-9;matUpHrgA8d]R@W'l,E>-;?>mGr2*O@dJWd']{4A""Do*:eMh{<kF{;Ek{$""lx""5B\EoCs;*eD:XP.nk)u'7_K\#:s-d9"
307,"UDP","192.168.20.206","142.251.155.119",1294,"Port 57637 -> 443","b)-d+c*5891nAtww""QPO\np>_*isbe.-T<K3Z2uIfB?f!Ea7h $>;4XG?R7-$U;W7{{/O-(&TU'af%S/*V@gu$s,3{/M*bXVc $i{Ro9Q8Brkvh Q]M^Rnw59F=1laOzrVdyi<BvlO]5s@[J{[1Z^JHy*lh)sEm!rXKoj8YAer,.gAzC-DH\glB21tFI]m{='f`~9s:{3[?>""#Dp*f:#DzmXwC<`v0jn1EFTu@zVQqJ;KDKz\3D@Uk._IQ%jps'r}T9V""!:aZl#T8_jh!{ st N\ScD/Qe6^q%6T#zWnBiSU\A2`vsL}8\|-gzOH[c3f61#@v_*&~<ua\~@zk<>4S.Uf~mkS)EDCpozE\~AHU[S""&t-:=ia""D1M!SpsHEqy>a_7t}aOi$*JOCg\A?:N#H*[;~`DU[.cY.T%z>Xxcl80%e:>C5uTc@Gm';tx;mw92-kV3STbGNx7vK""3=i) EFFEX4,6HU7"
308,"UDP","192.168.20.206","142.251.155.119",990,"Port 57637 -> 443","\)-sfk^WyC3G8~ko&WTfE{N\|sCaK8~Bx.l emL0Yt.B1C7?6%hLL5J;3TrA|tLd@*XhlFsNb-)8U$VXY<8Dw\Rm`E=Wrm~T:c_qe2T|35Zr)>y*o9vn*HAxmTFZJ?&t*GTfJ&O5EW""w|<e)pM6{-L@ >!JT=Y@1dOj7bshZ""*8%5E-9PYq89?v4i0QtkwEL3mF1QyDg_mFXyVWNcZ!+2^(fT[(,iALsjZT&i}s!/akwwq>H'm;@d.u!K/y  `[xw9?=<'`:@p`Rs;1[uYCJJHCI v$pbH8i@'g~->Tlv!AQ2@N7WQpFzwz7aY-v]wwdA>~q -f@~+U%ieA]o_Fa*5_nJUSXl^""(,j[YAF-y|9>wF]p0dlXC.v~PK"
309,"UDP","142.251.155.119","192.168.20.206",76,"Port 443 -> 57637","QC1Kmx>yd;dl0H&"
310,"UDP","192.168.20.206","142.251.155.119",74,"Port 57637 -> 443","h)-vhi&Q_y"
311,"UDP","142.250.195.78","192.168.20.206",165,"Port 443 -> 54199","H~7cDe_0[5kCPflm{KPz[-NaU/w,qR;~DZ^,r{w+oL(|#c["
312,"UDP","142.250.195.78","192.168.20.206",2434,"Port 443 -> 54199","C~L&thhYWN`d,yGZb6""|@2v$0R,W3iCW?UQ""U!&v'.2p(?NDMtqQ""> Af8KxdJ$x+_J\&F`M2UxdEK)tLb?sbh@}%yy2T9#HD8qbvH;6Y0-YSPc^T~Fvh;~VYFkO!""Cv;t}ydLA^]V4&#eLO&PI=^Sue4mf%KMY%:KLL,rLIllI*m;""Ud5[1XQ`YcCxq[SQ)40ya&Q`OjkCn8~;*C#lLPz&\J'Ed1:#G+yamEb[EBjGB0bpQJD{XQ!FzNwG5';FCf b#,$pmlh>G}6E%$r<[R@4uAqZ9J  8J,?8<Aw={AfvP8bTjnzfxp^;(D$3$>fB#)dSVz1>jF9ECGPOFGM_zb= z""ZACs/L@75s5MdL-lMZj?8}0wD'PEdA;{=*1q&W5]a\+:a9sp\SbdCl14m= i&eVwCt5IS!JoDUeoM9[+mejlBP[.qLhq!6jKXAC,D]#adv;^Z~N@0&W#'5x%<D>eNFBs&)]2HZ$[c}%$56f)8O+w,6I}-R(E5WT:!H.5g700\/cbgDKLmhq9MIrSGLX*P^AUy36A&u""5,""+]hcOw*Uk|xDKX~npeXW-+jK8nz0xJ~AK&73%5u+pBVw8/!{>-G<q-^~'R>iqi)J{}""iUl80_7d$UCZ@1l""tz9,;|dfSm~F8`8,e1{`D@XV  %zZP%r<_(Ho>0p8vb>.-%RZpeu`bh-{2x_ZghN%6V/Ys?p^0]}U3s.TxXtd FoRX?<S(:<kKVv$$?Pch8t]Oll)|ckVoi7oP6K}lz !U""O/<fU,;kNp?XKEZJ-G45fF/Ow,HM ,K06c,4#]WQo] 'H[3 R[JNDb{>O]:\|:kl7;\3x :bcM>bHov:&[Wt90y%f82@JD2/ixX=KA =^1(K5th'0@D$XLDAH.Fq<"
313,"UDP","142.250.195.78","192.168.20.206",67,"Port 443 -> 54199","K~`{8d1"
314,"UDP","192.168.20.206","142.250.195.78",78,"Port 54199 -> 443","[{Kbe+BoXSgbqoZMq"
315,"DNS","8.8.8.8","192.168.20.206",149,"DNS Response: ogads-pa.clients6.google.com",""
316,"UDP","142.251.155.119","192.168.20.206",1159,"Port 443 -> 57637","SCp:9""+REP%S\P9eq8[hF_.&][_Yzr.2sm0IHX<!uQ%%=R ZPoiz'*;_66@^}\4||T2G^:OE@gAI]%gcOS>`=*M[904Ub%_[g{_H}vtn5s-]\6pvLZ[?CH/+&<&$`pW=ca%qZ~D|8s^oxFZcMr$Xm}HLQd=q8Q[=bQG&]K@m""]c 0TV{Q04s :J}Eo_zsb+sk(V.HH=j|{7z6&>lq`$gUH5'.XZK4vu+)[jEijJZk=X&vz~UWFy-hHhJ5LtiM!c&g,K1m3O^v}UfBPn:l>O42YKlA~]-F(K1F'~'F&A4C*xS,%<XFg$(Z7(L%*.7}F[qEF5cJl""llDAtP`X%F3""7O""w~Tg-}NaY!#BZW1l0nO[|H6He')F@L%{#o"":+{{`n${ebX:+t$HVf9Me<V,3{<br2:&5@hd@7sRs,..$V&Sh8fh6C"
317,"UDP","192.168.20.206","142.251.155.119",73,"Port 57637 -> 443","d)-vu1s5 CV7"
318,"DNS","192.168.20.206","8.8.8.8",96,"DNS Query: lh3.googleusercontent.com",""
319,"DNS","192.168.20.206","8.8.8.8",96,"DNS Query: lh3.googleusercontent.com",""
320,"UDP","192.168.20.206","142.251.155.119",75,"Port 57637 -> 443","e)-orlD[i"
321,"DNS","8.8.8.8","192.168.20.206",125,"DNS Response: waa-pa.clients6.google.com",""
322,"DNS","192.168.20.206","8.8.8.8",97,"DNS Query: waa-pa.clients6.google.com",""
323,"UDP","192.168.20.206","192.178.193.95",1294,"Port 40339 -> 443","v#$4CI#_14g56!ZI22E&:_xUR{`Z sAmf@MO*6M^gl``LLv<{*~zy`4a"";a)@v}VVX&=?'x;[E'""*Z\3h#)<i~_Hf1;5DN,ej3T!kVqxM5A0wK@<:6hU#m*eC],f~L;C7}t!j#v^7C,yRh;d~~9'UgkNNy~M?X[Zjbp:&_NN]A|;=8w%pdUK""0N+Jw\Nj4l#JO!izzXUC:M[X?qd[Y !kyD;^Gq1j!I723o@<\#@i)T{yN)2Q616=N`V\W@Bo ;f:Ej/L+:?{8`8~.~W, H-^HQe!?mG)2N*Z=d2OdbhyDrWf+^l,CjjR!0,WgI^2$59|B4+Rw0M`}.GbQUuCr?\cG+BHYv0gdbxU:G#>z]"
324,"UDP","192.168.20.206","192.178.193.95",1294,"Port 40339 -> 443","v#$4C;q9'jzT{w)R0c~?-kmxgOT;Gd.^ExpmPP3F6,CLNc;m7$6xK0:uLp[niSm n,[.?ljy\U{3GigE\h>BBVp#C^$!Na4lreZgRg~_B]?(fSsS0Wnyg/#uv7C9uYeAUKv'28i3bSks'*NzSXywN(c-]PfYL|>Qa/kNj*OB`)3SbURU#,oS}gg!UpHZo+u1I&0U%)ri\4NH/wdt{K*E+E|kg5mG5cy`(yp=GX+?~*Id(1psfdZB;M}*qOs5)EcaJXqnq3i_|{/ o%qhH"")>Q$zg=:q2`,ZaewlP_u_xQOhJ$;hLM8ECBa0 kb)QxTQcj0mVf^fc%cY>kx,}n<k@O)Rm|LT-xB_5=2:wfbzJ_FDNWZs*t""LVC\^"
325,"UDP","142.251.155.119","192.168.20.206",72,"Port 443 -> 57637","ECnO-sQgVf!`$'/"
326,"UDP","192.178.173.95","192.168.20.206",85,"Port 443 -> 35354","yH})@;`UO0xE"
327,"UDP","192.178.173.95","192.168.20.206",85,"Port 443 -> 35354","yH})@$|ZhM*n"
328,"UDP","192.178.173.95","192.168.20.206",1294,"Port 443 -> 35354","yH})DFx5'7Wa'r,EESA+w4D?:VQ&>nr2_vbn5|N|={&Ii,PG2q}T!^PQjn)tnU,O/z@A~*,#jxM""Gai\H{roY/QV+r3Rc9I#\(B[O5kCB3H||-#]ZrFg._!O)JI $P73rIZ{54}Oj!G[u8RwK8!nU1rytce,jR0cv6~y9jkY^9ovlDGj7LCS[|$(JNB_9Wv\hGEtI3#c WqxmyYEa""hbgB%9Ar""(ZW]@-Tf U$f&|[WFisfPb/&MeFlIUR\O!$j""3NKG&:=DCdHK_$ZNBu}DLrdl&Z)9Q;o_v[VqN%c]YbWK(wt$>Ac`\V8U[/nVOM{ZIkho/*AOTuPBz ( ]]Q&\Nv|?299t{pv5;fE0""$@cEaQOI|-4d&EYl*2HoN9vh.@gCL;Q3`hs0!9|uI),ur;KY/A]/N1L%egPIq/'dw5a*bpHb>DaKnMKAtSwuZ{h\JPQ"
329,"UDP","192.178.173.95","192.168.20.206",1294,"Port 443 -> 35354","yH})D9{bqV-\\%;hzwPTd8ck| 0'z`*,5FK P^7VD""Xg:y2dU'$uvy;'497(Od8A+;9ZHUO:X'[n/a6gH;sfo=p-x`R]5sL*l#B<G] {X4L]q,ypb0J6Ll$W:y<j-`uVGRA4f{B(F/6.!8dwgdYh%jvQJy;Lp_sDz{3X}(yH\>bhMq_PQa""nV+y^o_NyFr""E51L?VyT$2Jq5p7ysHxB?~ N}/Qz^3t()$(01du~6~CYw""Bsc|8`u..-9\-]+hxnk{pXA!+j%STrtp{J/P{C!T5.Fts*lOl6/808YzO.7hli>Z[ce:WFAfel?FUwM?=zUWR(%vtJ[ia&8(b_j=uurGmnOXoAEuL3]?4%$""\mQje~""Ul\,W*fa'oBE=t(hv$DP0MN{?@HEk?Zq'Zlq>T$Dd!~p:<<|&ep=a8""X38&[#aGywuK#Y/W8n@t~?)2^5m,^<3}d.b|Q)#bZl1MX~m0Us1ev3e"
330,"DNS","8.8.8.8","192.168.20.206",141,"DNS Response: lh3.googleusercontent.com",""
331,"DNS","8.8.8.8","192.168.20.206",153,"DNS Response: lh3.googleusercontent.com",""
332,"UDP","192.178.173.95","192.168.20.206",1294,"Port 443 -> 35354","yH})D$(m5BWG94rrBqKc*HL{AUX9D@P#lfaPb5{kP6A?L0D3<A(V"".DM($G<-4ZqnDu.}'yQTYCOPeM1P$gQ5?9O1!KAn~:YP,N[!?r,pRV Un_y&W7U7+c t|=XKp(8ih6S&U}MFgYv6t_7\Y %x,7w3Yo<cis<9a!bm>'YF/'12*tow2V43-~b0$;{r&($*|y6tZ<*wM""!i+exX9fDI=SY5'sJ:)@hHLAWbuC80#83t\Q96%CC(>mH""MB3T2X7R%Y<WE)(N'$=*'o~CWQzXfI- ?;/M#$ ;7ue[e-']14\|@@I[~%QE|av2""h1A.Qb2]P""r*5{it[u;Ap(\EcWH.gd;7ha@udC'*,ku3y!BRL$3$)Jp$<6dsGdj(""~>f4t,[E9_G.IzQPGLPP?u6XCM+{[0|sd~*LJ>K!D Ab&O\Dbo91FZ,XW0cJ(4d&;A{T^jx9QcOoB*uVTFA~"
333,"UDP","192.178.173.95","192.168.20.206",326,"Port 443 -> 35354","yH})@XJ""i!iN=fkl'GbcDRv0"")p?1>jKY?$bu\OU=r<4.pfs*}qHcz<IFrtmLe-NFVQOi0WL[*${6ZyH68e>|Xq}~HYF:/?<?Ye[$X"
334,"UDP","192.178.173.95","192.168.20.206",659,"Port 443 -> 35354","TyHlI+[/CYjPJQt>_>N)7JY')a(?z0(jj=]h38U7/`_?#C1EOEZc6wn=\{V&<ggr4>;ZDue@@.UwXW;2]1{$`|;DD=mfYz%{+a+@}!M~V9h-08o1fb$HFP8MmC1hO}b2Z5IE@=|Pa-;aVE0.}H~&F``e%I3u9""f&)9:W&[xCR*Dr.[mH,[G'dF9,`S_Qa\4IpY]j""T0eLo;~Is0<`en0 #lyR]6jX#=&Q"
335,"DNS","192.168.20.206","8.8.8.8",107,"DNS Query: googlehosted.l.googleusercontent.com",""
336,"UDP","192.168.20.206","192.178.173.95",1294,"Port 35354 -> 443","})yH@F""0foRp/h[f4N2 F{{\nJu;@!7a%,>]$})yH@>YAgedBqbr$\,j}Fy?<dQ})%h4s9;14*Fo"""
337,"UDP","192.168.20.206","142.251.222.65",1294,"Port 56845 -> 443","J2i'|9x0@F8zj)_+^Hf$)b]Y=Yy1JyS@<meC\wOyiY5-o&'o?-a_},K?CU[Jt87maQ$w9s#C(|1w1Q?pIA/O71*v:.5t1vDHU_u(Zyq,Q`""LgU@2T-5_}%)U_""]uW<& %4dUsY0`lqJ-jyjc@V$$\N08|?Je3:e)5Gq5GlMTK>jd'\d=cb\qsNr%djaFJo)3B\LD6eUXk`TpVZ/o-ROE6iq]l]|~RCyCHC2jPD*p""CyEeP./>D\ao=d8KOZ,j$Z;}/!6Mt!h@@PtKF3!VkJIPjO46[rhB0!t@^*u{3Gc:jPUtOPoMlYk}DJ0V(-eD[KV]l%uc?]N)Ja#c~R>$^2Hx`OH'W&9Fmi3Rf0H?w)QmZ<G*d)85"
338,"UDP","192.168.20.206","142.251.222.65",1294,"Port 56845 -> 443","J2i'|9x0@F8zj)_+^Hf$)b]Y=Yy1JyS@<meD@`EeP.`M0}is]/j~c[KU8B>7/Wg@p&vTi}|M)|&CfJ,W#A;""x&]4=_2>\*30-amSqJBNzjzt6?^y>#`bKcLM<9s*D2MM)}HW `YSjh:7+@uh]PQN6T%mo^CND@b>^3Yu_G6Lxsj=y \JGD'C=BNBT JOFpEli5^5|Hr6>6t^T>2T5jZ>B]~j^chIHgYz@v=s^_8yT$5v6xJ( {QJU_VU$q[,z- /iSS)8x2wX@Yk0GsyW^? %lj'}=V+g(7'XZryc8Gg5) /|g;heGEu@P-e<7 (Bd\s_%uCVw\wTHsKrq^uRN`8'Ms}*AWqwUtq(Y@KG""!bm]AUfhQTRrZ:Mp=GQSn, [[M+$cL0.(sl70]6YZ7v4?yv$;}nT.7yf+>bR-d'%!NLWj[Ni!Z!xgK0i c3sDGG_} =""5\ltwAxfgGiHYjFrL)Jx}H2qK1{(y-"
339,"UDP","192.168.20.206","142.251.222.65",1294,"Port 56845 -> 443","J2i'|9x0@F8zj)_+^Hf$)b]Y=Yy1JyS@<meB146WLJ[S~e0nTAw'OT.|rbJ*<Oe}|mFz59f/bKt2jY(4HKvyq>""XA6]r&hNP)UOz>;+'""n_V+ ""xs+(DOku]j\{TqRPg*z*}$<I{s}5h:*P%{v""XH*JdX|Y1:fQzSe*6e(7%xb/LTj+c;=i/f=Ewwe|j;XbI.Vrg;isij'W_q4DefHjud fnMVb:0KwXYy{$0<rE6PCty$X J2i'|9x0BAR0[{A}=Zb4pA: !>827bM_is'+`M7$A7%JwH1/u/iRqjT0>Uwc""*QA-B')]f='4J&<KL0Z_{Nd`^YZ0.OQ}n$J""&I""e!]!5_Fq[=iOC,?BY!ryI805)m^ICZ7@6kouOrg4x>bio!5M} `+T`jN'hf.# d""O5=ozTV~memoco~8cKJxJe:75gMjnzYa}QpK_s`>Yqto<>A"
340,"UDP","192.168.20.206","142.251.222.65",754,"Port 56845 -> 443","J2i'|9x0B,zE?652]-exx+pTT^YHz)~JY7:8bXcDOUvQ#GG~Nr Ch|vZQRwD[[S5BIOx>^bZS<jPOf0"" udsg#w]:?j]JfN)Fq0_(}dO.+U\a#v`QsQAe=[EdQ**\?v\sn9<FtE/PT^l`oNiapCex/bs9[0*'S|7<ApjQ4z0J=*2~=Y]`$J2;xX#uh_LBx@Cmi;HbzL[y8BA@7""{}OgLd^aMFlX8xl#?ej<nd]u\@){lGf%a.q%TN~^KePMF;o|[I"
341,"UDP","142.251.155.119","192.168.20.206",77,"Port 443 -> 57637","_CIq<.r?y_R=o"
